Spørsmål;Svar;Les mer her…;Link
Hvilke dager er satt av som fridager for statlige ansatte, bortsett fra vanlige høytidsdager?;I tillegg til de vanlige høytidsdagene, regnes følgende dager som fridager for ansatte i staten, såfremt tjenesten tillater det:Nyttårsdag (1. januar)Skjærtorsdag, Langfredag, Påskeaften.1 og 2. påskedag, 1.mai, 17mai.Kristi Himmelfartsdag, 1 og 2. pinsedag, 1 og 2. juledag (25. og 26. desember)I tillegg har ansatte i Husbanken fri jul- eller nyttårsaften og én valgfri arbeidsdag i romjulen ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Er det noen ekstra dager som regnes som fridager for statens ansatte, i tillegg til vanlige høytidsdager?;I tillegg til de vanlige høytidsdagene, regnes følgende dager som fridager for ansatte i staten, såfremt tjenesten tillater det:Nyttårsdag (1. januar)Skjærtorsdag, Langfredag, Påskeaften.1 og 2. påskedag, 1.mai, 17mai.Kristi Himmelfartsdag, 1 og 2. pinsedag, 1 og 2. juledag (25. og 26. desember)I tillegg har ansatte i Husbanken fri jul- eller nyttårsaften og én valgfri arbeidsdag i romjulen ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Kan du oppgi de ekstra fridagene som statens ansatte har, utover de vanlige høytidsdagene?;I tillegg til de vanlige høytidsdagene, regnes følgende dager som fridager for ansatte i staten, såfremt tjenesten tillater det:Nyttårsdag (1. januar)Skjærtorsdag, Langfredag, Påskeaften.1 og 2. påskedag, 1.mai, 17mai.Kristi Himmelfartsdag, 1 og 2. pinsedag, 1 og 2. juledag (25. og 26. desember)I tillegg har ansatte i Husbanken fri jul- eller nyttårsaften og én valgfri arbeidsdag i romjulen ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Hvilke andre dager enn høytidsdagene er fridager for ansatte i staten?;I tillegg til de vanlige høytidsdagene, regnes følgende dager som fridager for ansatte i staten, såfremt tjenesten tillater det:Nyttårsdag (1. januar)Skjærtorsdag, Langfredag, Påskeaften.1 og 2. påskedag, 1.mai, 17mai.Kristi Himmelfartsdag, 1 og 2. pinsedag, 1 og 2. juledag (25. og 26. desember)I tillegg har ansatte i Husbanken fri jul- eller nyttårsaften og én valgfri arbeidsdag i romjulen ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Er det spesifikke dager som regnes som fridager for statlige ansatte, bortsett fra de vanlige høytidsdagene?;I tillegg til de vanlige høytidsdagene, regnes følgende dager som fridager for ansatte i staten, såfremt tjenesten tillater det:Nyttårsdag (1. januar)Skjærtorsdag, Langfredag, Påskeaften.1 og 2. påskedag, 1.mai, 17mai.Kristi Himmelfartsdag, 1 og 2. pinsedag, 1 og 2. juledag (25. og 26. desember)I tillegg har ansatte i Husbanken fri jul- eller nyttårsaften og én valgfri arbeidsdag i romjulen ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Kan du fortelle meg hvilke dager statens ansatte har fri, i tillegg til vanlige høytidsdager?;I tillegg til de vanlige høytidsdagene, regnes følgende dager som fridager for ansatte i staten, såfremt tjenesten tillater det:Nyttårsdag (1. januar)Skjærtorsdag, Langfredag, Påskeaften.1 og 2. påskedag, 1.mai, 17mai.Kristi Himmelfartsdag, 1 og 2. pinsedag, 1 og 2. juledag (25. og 26. desember)I tillegg har ansatte i Husbanken fri jul- eller nyttårsaften og én valgfri arbeidsdag i romjulen ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Hvilke andre fridager gjelder for ansatte i staten, i tillegg til de vanlige høytidsdagene?;I tillegg til de vanlige høytidsdagene, regnes følgende dager som fridager for ansatte i staten, såfremt tjenesten tillater det:Nyttårsdag (1. januar)Skjærtorsdag, Langfredag, Påskeaften.1 og 2. påskedag, 1.mai, 17mai.Kristi Himmelfartsdag, 1 og 2. pinsedag, 1 og 2. juledag (25. og 26. desember)I tillegg har ansatte i Husbanken fri jul- eller nyttårsaften og én valgfri arbeidsdag i romjulen ;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Hva er kjernetiden og ytre arbeidstid i Husbanken?;Kjernetiden i Husbanken er fra kl. 09.00 til 14.30 hele året, og den ytre arbeidstiden er fra kl. 0600 til kl. 0900 og fra kl. 1430 til kl. 2100 mandag til fredag hele året;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Hva er kjernetiden og ytre arbeidstid i Husbanken?;Kjernetiden i Husbanken er fra kl. 09.00 til 14.30 hele året, og den ytre arbeidstiden er fra kl. 0600 til kl. 0900 og fra kl. 1430 til kl. 2100 mandag til fredag hele året;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Kan du gi meg informasjon om kjernetiden og ytre arbeidstid i Husbanken?;Kjernetiden i Husbanken er fra kl. 09.00 til 14.30 hele året, og den ytre arbeidstiden er fra kl. 0600 til kl. 0900 og fra kl. 1430 til kl. 2100 mandag til fredag hele året;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Hvilke er de fastsatte tidene for kjernetid og ytre arbeidstid i Husbanken?;Kjernetiden i Husbanken er fra kl. 09.00 til 14.30 hele året, og den ytre arbeidstiden er fra kl. 0600 til kl. 0900 og fra kl. 1430 til kl. 2100 mandag til fredag hele året;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Hva er de definerte periodene for kjernetid og ytre arbeidstid i Husbanken?;Kjernetiden i Husbanken er fra kl. 09.00 til 14.30 hele året, og den ytre arbeidstiden er fra kl. 0600 til kl. 0900 og fra kl. 1430 til kl. 2100 mandag til fredag hele året;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Kan du forklare når kjernetiden og ytre arbeidstid er i Husbanken?;Kjernetiden i Husbanken er fra kl. 09.00 til 14.30 hele året, og den ytre arbeidstiden er fra kl. 0600 til kl. 0900 og fra kl. 1430 til kl. 2100 mandag til fredag hele året;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Er det spesifikke tidspunkter for kjernetiden og ytre arbeidstid i Husbanken?;Kjernetiden i Husbanken er fra kl. 09.00 til 14.30 hele året, og den ytre arbeidstiden er fra kl. 0600 til kl. 0900 og fra kl. 1430 til kl. 2100 mandag til fredag hele året;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Hvordan er kjernetiden og ytre arbeidstid strukturert i Husbanken?;Kjernetiden i Husbanken er fra kl. 09.00 til 14.30 hele året, og den ytre arbeidstiden er fra kl. 0600 til kl. 0900 og fra kl. 1430 til kl. 2100 mandag til fredag hele året;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Kan du nevne de faste tidene for kjernetid og ytre arbeidstid i Husbanken?;Kjernetiden i Husbanken er fra kl. 09.00 til 14.30 hele året, og den ytre arbeidstiden er fra kl. 0600 til kl. 0900 og fra kl. 1430 til kl. 2100 mandag til fredag hele året;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Er det noen bestemte perioder som gjelder for kjernetid og ytre arbeidstid i Husbanken?;Kjernetiden i Husbanken er fra kl. 09.00 til 14.30 hele året, og den ytre arbeidstiden er fra kl. 0600 til kl. 0900 og fra kl. 1430 til kl. 2100 mandag til fredag hele året;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Hvilke timer regnes som kjernetid og ytre arbeidstid i Husbanken?;Kjernetiden i Husbanken er fra kl. 09.00 til 14.30 hele året, og den ytre arbeidstiden er fra kl. 0600 til kl. 0900 og fra kl. 1430 til kl. 2100 mandag til fredag hele året;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Hva er reisetid og hvordan regnes det i Husbanken?;Reisetid i Husbanken er definert som tiden brukt på å reise mellom arbeidssted/bosted og forretningssted, inkludert nødvendig ventetid underveis. Hvis reisen omfatter flere forretningssteder, regnes tiden for reiser mellom disse stedene som reisetid. Tiden tilbrakt på hotell eller lignende regnes imidlertid ikke som reisetid.Les mer om reisetid i Statens personalhåndbok kapittel 7.3.8 (lovdata);Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Kan du forklare hva reisetid er og hvordan det regnes i Husbanken?;Reisetid i Husbanken er definert som tiden brukt på å reise mellom arbeidssted/bosted og forretningssted, inkludert nødvendig ventetid underveis. Hvis reisen omfatter flere forretningssteder, regnes tiden for reiser mellom disse stedene som reisetid. Tiden tilbrakt på hotell eller lignende regnes imidlertid ikke som reisetid.Les mer om reisetid i Statens personalhåndbok kapittel 7.3.8 (lovdata);Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Hva betyr reisetid, og hvordan blir det beregnet i Husbanken?;Reisetid i Husbanken er definert som tiden brukt på å reise mellom arbeidssted/bosted og forretningssted, inkludert nødvendig ventetid underveis. Hvis reisen omfatter flere forretningssteder, regnes tiden for reiser mellom disse stedene som reisetid. Tiden tilbrakt på hotell eller lignende regnes imidlertid ikke som reisetid.Les mer om reisetid i Statens personalhåndbok kapittel 7.3.8 (lovdata);Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Kan du gi meg informasjon om reisetiden og dens beregning i Husbanken?;Reisetid i Husbanken er definert som tiden brukt på å reise mellom arbeidssted/bosted og forretningssted, inkludert nødvendig ventetid underveis. Hvis reisen omfatter flere forretningssteder, regnes tiden for reiser mellom disse stedene som reisetid. Tiden tilbrakt på hotell eller lignende regnes imidlertid ikke som reisetid.Les mer om reisetid i Statens personalhåndbok kapittel 7.3.8 (lovdata);Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Hvordan defineres reisetid, og hvordan håndteres det i Husbanken?;Reisetid i Husbanken er definert som tiden brukt på å reise mellom arbeidssted/bosted og forretningssted, inkludert nødvendig ventetid underveis. Hvis reisen omfatter flere forretningssteder, regnes tiden for reiser mellom disse stedene som reisetid. Tiden tilbrakt på hotell eller lignende regnes imidlertid ikke som reisetid.Les mer om reisetid i Statens personalhåndbok kapittel 7.3.8 (lovdata);Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Er du i stand til å beskrive reisetid og hvordan det håndteres i Husbanken?;Reisetid i Husbanken er definert som tiden brukt på å reise mellom arbeidssted/bosted og forretningssted, inkludert nødvendig ventetid underveis. Hvis reisen omfatter flere forretningssteder, regnes tiden for reiser mellom disse stedene som reisetid. Tiden tilbrakt på hotell eller lignende regnes imidlertid ikke som reisetid.Les mer om reisetid i Statens personalhåndbok kapittel 7.3.8 (lovdata);Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Hva inkluderer reisetid, og hvordan tas det i betraktning i Husbanken?;Reisetid i Husbanken er definert som tiden brukt på å reise mellom arbeidssted/bosted og forretningssted, inkludert nødvendig ventetid underveis. Hvis reisen omfatter flere forretningssteder, regnes tiden for reiser mellom disse stedene som reisetid. Tiden tilbrakt på hotell eller lignende regnes imidlertid ikke som reisetid.Les mer om reisetid i Statens personalhåndbok kapittel 7.3.8 (lovdata);Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Vil du dele detaljer om reisetid og hvordan det blir tatt hensyn til i Husbanken?;Reisetid i Husbanken er definert som tiden brukt på å reise mellom arbeidssted/bosted og forretningssted, inkludert nødvendig ventetid underveis. Hvis reisen omfatter flere forretningssteder, regnes tiden for reiser mellom disse stedene som reisetid. Tiden tilbrakt på hotell eller lignende regnes imidlertid ikke som reisetid.Les mer om reisetid i Statens personalhåndbok kapittel 7.3.8 (lovdata);Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Hvordan blir reisetid definert, og hvordan påvirker det ansatte i Husbanken?;Reisetid i Husbanken er definert som tiden brukt på å reise mellom arbeidssted/bosted og forretningssted, inkludert nødvendig ventetid underveis. Hvis reisen omfatter flere forretningssteder, regnes tiden for reiser mellom disse stedene som reisetid. Tiden tilbrakt på hotell eller lignende regnes imidlertid ikke som reisetid.Les mer om reisetid i Statens personalhåndbok kapittel 7.3.8 (lovdata);Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Kan du forklare reisetidens konsept og hvordan det håndteres internt i Husbanken?;Reisetid i Husbanken er definert som tiden brukt på å reise mellom arbeidssted/bosted og forretningssted, inkludert nødvendig ventetid underveis. Hvis reisen omfatter flere forretningssteder, regnes tiden for reiser mellom disse stedene som reisetid. Tiden tilbrakt på hotell eller lignende regnes imidlertid ikke som reisetid.Les mer om reisetid i Statens personalhåndbok kapittel 7.3.8 (lovdata);Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Hva innebærer reisetid, og hvordan blir det tatt hensyn til i Husbanken?;Reisetid i Husbanken er definert som tiden brukt på å reise mellom arbeidssted/bosted og forretningssted, inkludert nødvendig ventetid underveis. Hvis reisen omfatter flere forretningssteder, regnes tiden for reiser mellom disse stedene som reisetid. Tiden tilbrakt på hotell eller lignende regnes imidlertid ikke som reisetid.Les mer om reisetid i Statens personalhåndbok kapittel 7.3.8 (lovdata);Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Kan jeg arbeide fleksitid på lørdager?;ja, etter avtale mellom den ansatte og lederen, kan ansatte i Husbanken arbeide fleksitid også på lørdager med inntil 5 timer mellom kl. 0700 og kl. 1800 2;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Er det mulig for ansatte i Husbanken å jobbe fleksitid på lørdager?;ja, etter avtale mellom den ansatte og lederen, kan ansatte i Husbanken arbeide fleksitid også på lørdager med inntil 5 timer mellom kl. 0700 og kl. 1800 2;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Kan Husbankens ansatte velge fleksitid på lørdager?;ja, etter avtale mellom den ansatte og lederen, kan ansatte i Husbanken arbeide fleksitid også på lørdager med inntil 5 timer mellom kl. 0700 og kl. 1800 2;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Er det tillatt for Husbankens ansatte å ha fleksitid på lørdager?;ja, etter avtale mellom den ansatte og lederen, kan ansatte i Husbanken arbeide fleksitid også på lørdager med inntil 5 timer mellom kl. 0700 og kl. 1800 2;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Kan jeg i Husbanken tilpasse arbeidstiden sin på lørdager ved hjelp av fleksitid?;ja, etter avtale mellom den ansatte og lederen, kan ansatte i Husbanken arbeide fleksitid også på lørdager med inntil 5 timer mellom kl. 0700 og kl. 1800 2;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Har Husbanken en ordning som tillater fleksitid for ansatte på lørdager?;ja, etter avtale mellom den ansatte og lederen, kan ansatte i Husbanken arbeide fleksitid også på lørdager med inntil 5 timer mellom kl. 0700 og kl. 1800 2;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Er det anledning for ansatte i Husbanken til å benytte seg av fleksitid på lørdager?;ja, etter avtale mellom den ansatte og lederen, kan ansatte i Husbanken arbeide fleksitid også på lørdager med inntil 5 timer mellom kl. 0700 og kl. 1800 2;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
Tillater Husbanken ansatte å arbeide med fleksitid på lørdager?;ja, etter avtale mellom den ansatte og lederen, kan ansatte i Husbanken arbeide fleksitid også på lørdager med inntil 5 timer mellom kl. 0700 og kl. 1800 2;Les mer her…;https://husnettet-d/HR-Portalen/For-ansatte/Sider/Arbeidstid
